som_std,elevation,som,moisture,temp,B01,B02,B03,B04,B05,B06,B07,B08,B8A,B09,B11,B12
0.396891657,0.431926335,0.628579372,0.497861341,0.41083999,0.261682243,0.612244898,0.590668081,0.580093313,0.49047619,0.531013616,0.430099857,0.559428571,0.546008119,0.428571429,0.645644041,0.760683761
0.645679503,0.423075093,0.18265221,0.774305035,0.385287543,0.319314642,0.737414966,0.745493107,0.790046656,0.818253968,0.828290469,0.72681883,0.73025974,0.779431664,0.857142857,0.853019776,0.809335963
0.078665238,0.879197202,0.636864053,0.622198883,0.442907685,0.440809969,0.780952381,0.731707317,0.700622084,0.673809524,0.670196672,0.543509272,0.612645455,0.577807848,0.571428571,0.827899519,0.834976989
0.09866863,0.527823118,0.683569641,0.499463822,0.367159062,0.286604361,0.59047619,0.605514316,0.639191291,0.6,0.6096823,0.523537803,0.597890909,0.583220568,0.571428571,0.826830572,0.843523997
0.158919062,0.89260493,0.678899083,0.578176994,0.499835868,0.277258567,0.707482993,0.677624602,0.643856921,0.620634921,0.589258699,0.495720399,0.576890909,0.556156969,0.142857143,0.739711384,0.857988166
0.178452556,0.769112258,0.864845705,0.740931955,0.241091294,0.515576324,0.891156463,0.857900318,0.83125972,0.837301587,0.822239032,0.711126961,0.739845455,0.733423545,0.714285714,0.854088723,0.770545694
0.18124595,0.488815789,0.600375313,0.554540932,0.332946712,0.3894081,0.696598639,0.678685048,0.66407465,0.63968254,0.627836611,0.531383738,0.576509091,0.589309878,0.571428571,0.809727418,0.811965812
0.22313874,0.126440706,0.61000834,0.427582776,0.666681256,0.216510903,0.534693878,0.510074231,0.513219285,0.461904762,0.452344932,0.365192582,0.4324,0.402571042,0.285714286,0.647781935,0.744904668
0.223150149,0.735201532,0.835946622,0.577690564,0.325958347,0.238317757,0.506122449,0.546129374,0.571539658,0.538095238,0.533282905,0.47574893,0.538654545,0.543301759,0.285714286,0.738642437,0.747534517
0.231987235,0.809318787,0.762093411,0.793665358,0.350716709,0.495327103,0.850340136,0.80699894,0.814930016,0.83968254,0.818456884,0.715406562,0.707036364,0.765223275,0.714285714,0.785141635,0.663379356
0.260195476,0.536025983,0.72706422,0.628190813,0.267614983,0.314641745,0.692517007,0.640509014,0.632192846,0.615079365,0.596066566,0.514978602,0.556436364,0.549391069,0.428571429,0.819347942,0.896778435
0.278671542,0.433635909,0.80704754,0.632988779,0.136820221,0.338006231,0.583673469,0.545068929,0.556765163,0.526190476,0.506807867,0.422253923,0.473118182,0.48037889,0.428571429,0.709780866,0.683103222
0.280584262,0.383236176,0.635112594,0.41677077,0.482022103,0.295950156,0.659863946,0.648992577,0.696734059,0.737301587,0.756429652,0.634094151,0.623963636,0.677266576,0.571428571,0.841795831,0.914529915
0.308733823,0.652415057,0.660800667,0.567320767,0.343903418,0.246105919,0.54829932,0.580063627,0.593312597,0.51984127,0.507564297,0.42510699,0.525863636,0.5202977,0.714285714,0.675574559,0.681788297
1,0.752681546,0.664887406,0.71515118,0.181843382,0.520249221,0.918367347,0.858960764,0.877916019,0.846031746,0.824508321,0.721112696,0.728363636,0.713125846,0.714285714,0.803313736,0.6765286
0.127646862,0.749184754,0.597471577,0.59954499,0.448388725,0.372274143,0.640816327,0.633085896,0.629860031,0.578571429,0.575642965,0.506419401,0.554421053,0.545331529,0.428571429,0.79636558,0.854700855
0.151305137,0.844051334,0.686273649,0.663851464,0.411776789,0.429906542,0.789115646,0.718981972,0.714618974,0.696031746,0.701210287,0.629101284,0.65062201,0.683355886,0.571428571,0.861571352,0.906640368
0.151407929,0.882639644,0.726833765,0.737165034,0.405541702,0.436137072,0.761904762,0.717921527,0.703732504,0.687301587,0.664901664,0.564907275,0.593349282,0.613667118,0.571428571,0.810796366,0.818540434
0.182181149,0.836933273,0.761862956,0.63073235,0.483173137,0.387850467,0.736054422,0.678685048,0.660186625,0.654761905,0.632375189,0.559914408,0.582870813,0.612313938,0.571428571,0.789951897,0.870479947
0.190376359,0.683623199,0.894912427,0.757343721,0.190784435,0.437694704,0.8,0.769883351,0.751944012,0.722222222,0.720121029,0.607703281,0.626880383,0.648173207,0.571428571,0.808123998,0.694937541
0.193751589,0.638451559,0.745884729,0.729810403,0.235443626,0.252336449,0.721088435,0.682926829,0.681959565,0.653968254,0.684568835,0.573466476,0.632535885,0.631258457,0.142857143,0.784607162,0.908612755
0.206982459,0.671841579,0.693955489,0.549435747,0.438130012,0.257009346,0.602721088,0.563096501,0.597978227,0.577777778,0.597579425,0.512838802,0.538,0.573748309,0.714285714,0.798503474,0.873767258
0.217068745,0.498904239,0.71792283,0.61064676,0.320323733,0.364485981,0.768707483,0.717921527,0.708398134,0.683333333,0.69515885,0.569186876,0.612526316,0.643437077,0.571428571,0.852485302,0.928994083
0.23876395,0.54270837,0.712084632,0.582531587,0.287121129,0.277258567,0.580952381,0.624602333,0.617418351,0.588095238,0.563540091,0.4978602,0.609569378,0.566982409,0.428571429,0.778727953,0.79355687
0.252779003,0.55825064,0.683508187,0.605852285,0.439988252,0.211838006,0.556462585,0.579003181,0.610419907,0.588095238,0.6096823,0.512125535,0.557148325,0.564276049,0.571428571,0.842864778,0.993425378
0.286101841,0.518575336,0.602387955,0.466114294,0.395927997,0.295950156,0.496598639,0.472958643,0.522550544,0.40952381,0.450075643,0.350927247,0.440047847,0.404600812,0.428571429,0.686798503,0.667981591
0.288951665,0.89552579,0.751722927,0.698390302,0.431372775,0.367601246,0.795918367,0.758218452,0.730948678,0.721428571,0.671709531,0.581312411,0.655588517,0.627875507,0.571428571,0.846606093,0.883629191
0.299844679,0.546127143,0.716693736,0.592446375,0.429161316,0.200934579,0.572789116,0.582184517,0.590202177,0.544444444,0.640695915,0.558487874,0.595358852,0.637347767,0.571428571,0.78727953,0.888888889
0.311217254,0.651679582,0.695491857,0.764372514,0.203147106,0.485981308,0.914285714,0.821845175,0.790046656,0.776190476,0.763993949,0.636947218,0.662133971,0.682679296,0.571428571,0.791555318,0.79026956
0.311579104,0.919211754,0.659848119,0.80675474,0.343881917,0.34423676,0.80952381,0.742311771,0.666407465,0.58015873,0.636913767,0.527104137,0.60322488,0.553450609,0.428571429,0.624265099,0.686390533
0.376546725,0.570023493,0.704402792,0.433321017,0.498361562,0.246105919,0.587755102,0.593849417,0.619751166,0.618253968,0.602874433,0.532810271,0.581578947,0.546684709,0.428571429,0.851950828,0.986850756
0.433587639,0.92636488,0.557526009,0.929479328,0.366641519,0.408099688,0.736054422,0.741251326,0.685069984,0.638888889,0.596822995,0.464336662,0.496976077,0.4864682,0.428571429,0.577765901,0.80539119
0.116607786,0.816927604,0.764850338,0.631738311,0.393786499,0.425233645,0.786394558,0.735949099,0.720062208,0.672222222,0.681543116,0.589158345,0.619030303,0.621786198,0.571428571,0.83858899,0.874424721
0.13469859,0.475349767,0.591001761,0.454117763,0.320174425,0.352024922,0.638095238,0.64369035,0.643079316,0.575396825,0.590771558,0.493580599,0.556636364,0.550744249,0.571428571,0.796900053,0.801446417
0.146352636,0.386992005,0.365906774,0.639575234,0.5530875,0.286604361,0.67755102,0.764581124,0.839813375,0.899206349,0.864599092,0.793865906,0.790212121,0.825439783,1,0.821485836,0.842866535
0.146379637,0.338774151,0.715225651,0.341870421,0.280166806,0.309968847,0.499319728,0.501590668,0.50777605,0.470634921,0.462934947,0.388730385,0.438242424,0.433694181,0.285714286,0.729556387,0.713346483
0.148403101,0.349692797,0.80733945,0.241955791,0.403318298,0.186915888,0.480272109,0.534464475,0.608864697,0.677777778,0.658850227,0.575606277,0.613787879,0.642083897,0.428571429,0.747194014,0.687047995
0.174336468,0.046691095,0.693818923,0.459866477,0.259222786,0.200934579,0.540136054,0.546129374,0.557542768,0.473809524,0.506807867,0.39657632,0.475575758,0.463464141,0.285714286,0.715125601,0.695595003
0.17501972,0.692492042,0.864099713,0.78488997,0.193505246,0.450155763,0.755102041,0.782608696,0.756609642,0.697619048,0.742813918,0.598430813,0.615484848,0.575778078,0.571428571,0.74505612,0.685075608
0.186548732,0.690965282,0.767769437,0.431737082,0.128241602,0.253894081,0.612244898,0.628844115,0.631415241,0.584920635,0.665658094,0.565620542,0.605636364,0.615696888,0.714285714,0.762159273,0.936883629
0.201669053,0.698247465,0.80733945,0.552951437,0.044465518,0.299065421,0.620408163,0.61611877,0.641524106,0.58015873,0.6096823,0.499286733,0.585666667,0.560216509,0.714285714,0.796900053,0.902695595
0.208250517,0.520930491,0.600407747,0.473476683,0.401859349,0.295950156,0.525170068,0.509013786,0.539657854,0.514285714,0.507564297,0.426533524,0.494909091,0.49526387,0.571428571,0.724211652,0.738987508
0.215723656,0.66907247,0.893939394,0.798205369,0.254683834,0.423676012,0.789115646,0.764581124,0.757387247,0.796031746,0.745083207,0.667617689,0.653393939,0.690121786,0.571428571,0.831640834,0.764628534
0.231569435,0.91805463,0.679547771,0.660678422,0.430503378,0.431464174,0.789115646,0.757158006,0.738724728,0.680952381,0.663388805,0.563480742,0.629545455,0.593369418,0.428571429,0.820951363,0.855358317
0.241248363,0.289325635,0.793392642,0.260454861,0.256110361,0.302180685,0.544217687,0.577942736,0.547433904,0.466666667,0.466717095,0.39871612,0.476666667,0.366035183,0.428571429,0.637092464,0.660749507
0.250771242,0.467808498,0.577379298,0.575774326,0.187329029,0.381619938,0.65170068,0.640509014,0.6562986,0.630952381,0.645234493,0.556348074,0.585636364,0.653585927,0.571428571,0.878674506,0.902038133
0.252241993,0.372168554,0.710360486,0.308287116,0.394548395,0.283489097,0.556462585,0.568398727,0.618973561,0.595238095,0.617246596,0.509985735,0.567272727,0.597428958,0.571428571,0.826830572,0.840236686
0.315804855,0.773188245,0.808636827,0.503252077,0.323465166,0.14953271,0.51292517,0.53340403,0.559097978,0.495238095,0.462178517,0.427960057,0.507575758,0.47902571,0.428571429,0.597006948,0.615384615
0.421411784,0.620475239,0.651329812,0.543738753,0.336692968,0.334890966,0.689795918,0.677624602,0.671073095,0.654761905,0.631618759,0.554921541,0.593878788,0.598105548,0.571428571,0.816675575,0.774490467
0.433380577,0.380348286,0.546890928,0.602798199,0.445644025,0.250778816,0.689795918,0.691410392,0.722395023,0.676984127,0.742057489,0.644079886,0.673363636,0.656292287,0.571428571,0.716729022,0.791584484
0.438944482,0.605605522,0.542674451,0.501655212,0.366876998,0.213395639,0.672108844,0.645811241,0.6562986,0.586507937,0.709531014,0.651212553,0.636878788,0.690121786,0.571428571,0.841261358,0.963839579
0.160382402,0.657022769,0.619486827,0.606746286,0.160106761,0.361370717,0.697959184,0.656415695,0.661741835,0.594444444,0.594553707,0.486447932,0.54826738,0.541271989,0.428571429,0.799572421,0.785009862
0.186348784,0.45611749,0.802394152,0.431449502,0.294089755,0.323987539,0.551020408,0.548250265,0.595645412,0.55952381,0.568078669,0.464336662,0.536106952,0.5202977,0.428571429,0.798503474,0.750821828
0.200876787,0.546116315,0.657950253,0.597615974,0.229775858,0.339563863,0.658503401,0.641569459,0.632970451,0.588888889,0.583207262,0.466476462,0.560299465,0.546008119,0.428571429,0.788348477,0.806048652
0.207541787,0.357389192,0.652798901,0.361346396,0.552272206,0.244548287,0.556462585,0.558854719,0.632970451,0.646031746,0.664901664,0.57275321,0.569122995,0.620433018,0.428571429,0.827899519,0.923076923
0.213525098,0.762080182,0.850954227,0.749189555,0.193010348,0.5,0.874829932,0.83457052,0.809486781,0.846031746,0.827534039,0.743937233,0.69313369,0.752368065,0.714285714,0.834313201,0.791584484
0.214364644,0.363179449,0.762694402,0.29660182,0.354661878,0.261682243,0.57414966,0.572640509,0.618195956,0.584920635,0.581694402,0.519258203,0.600695187,0.587280108,0.571428571,0.826830572,0.868507561
0.223099419,0.668289768,0.756169357,0.755692626,0.19862301,0.394080997,0.854421769,0.79533404,0.731726283,0.588095238,0.678517398,0.619115549,0.723679144,0.662381597,0.571428571,0.639230358,0.617357002
0.223627553,0.314045538,0.60781043,0.686213814,0.362145427,0.411214953,0.614965986,0.576882291,0.587869362,0.51984127,0.486384266,0.508559201,0.474823529,0.473612991,0.285714286,0.635489043,0.546351085
0.229509224,0.824793275,0.760290438,0.681453566,0.416023549,0.451713396,0.757823129,0.715800636,0.714618974,0.708730159,0.690620272,0.594864479,0.625080214,0.664411367,0.571428571,0.850347408,0.86522025
0.231272445,0.047605518,0.685630182,0.604951438,0.642126289,0.11682243,0.557823129,0.613997879,0.677293935,0.661904762,0.71785174,0.580599144,0.688898396,0.622462788,0.571428571,0.598610369,0.55687048
0.233427577,0.261355175,0.813521071,0.789196448,0.489571734,0.453271028,0.674829932,0.620360551,0.66096423,0.548412698,0.571860817,0.460770328,0.543550802,0.48714479,0.428571429,0.696419027,0.695595003
0.268373739,0.707175608,0.67168719,0.509356294,0.13588821,0.34423676,0.60952381,0.65747614,0.700622084,0.645238095,0.701210287,0.652639087,0.653315508,0.671177267,0.571428571,0.80545163,0.969099277
0.336381491,0.596896187,0.792572242,0.610570092,0.17285969,0.34423676,0.585034014,0.583244963,0.559097978,0.48968254,0.484871407,0.403708987,0.463946524,0.439106901,0.285714286,0.730090861,0.729125575
0.342462735,0.547399773,0.791885395,0.497390643,0.365612576,0.258566978,0.59047619,0.612937434,0.648522551,0.594444444,0.633888048,0.536376605,0.604994652,0.589986468,0.571428571,0.816675575,0.867850099
0.347024623,0.552239683,0.801501251,0.709182662,0.26805181,0.294392523,0.62585034,0.573700954,0.594867807,0.563492063,0.571104387,0.481455064,0.527187166,0.51285521,0.428571429,0.80384821,0.935568705
0.130484739,0.675143654,0.863167223,0.755126859,0.263139658,0.352024922,0.770068027,0.762460233,0.752721617,0.688888889,0.757186082,0.665477889,0.721,0.711772666,0.428571429,0.68626403,0.717948718
0.1375628,0.531010576,0.79456839,0.72602399,0.191724113,0.322429907,0.659863946,0.642629905,0.642301711,0.564285714,0.591527988,0.462910128,0.578943182,0.52368065,0.285714286,0.740780331,0.708086785
0.138130594,0.365745753,0.747497915,0.465176054,0.083433636,0.238317757,0.406802721,0.415694592,0.468895801,0.422222222,0.452344932,0.365192582,0.402215909,0.416102842,0.285714286,0.66969535,0.633136095
0.142798737,0.57583486,0.659924937,0.60286883,0.300762301,0.269470405,0.612244898,0.597030753,0.619751166,0.544444444,0.559001513,0.475035663,0.557022727,0.531123139,0.571428571,0.765900588,0.740302433
0.151950286,0.657426299,0.704806088,0.364711735,0.406973775,0.200934579,0.657142857,0.654294804,0.648522551,0.643650794,0.685325265,0.611982882,0.652238636,0.677266576,0.714285714,0.819882416,0.938856016
0.153841924,0.705956446,0.681088407,0.259631861,0.296567823,0.179127726,0.523809524,0.615058324,0.776049767,0.775396825,0.80408472,0.694008559,0.769375,0.786197564,0.571428571,0.733832175,0.614069691
0.154547765,0.74655438,0.638031693,0.325824996,0.281595361,0.210280374,0.525170068,0.584305408,0.769051322,0.734126984,0.763993949,0.669044223,0.745477273,0.702976996,0.571428571,0.736504543,0.615384615
0.163354033,0.23322993,0.878492494,0.574650379,0.061585877,0.235202492,0.553741497,0.605514316,0.688958009,0.696825397,0.714069592,0.639087019,0.666045455,0.660351827,0.857142857,0.780865847,0.827744905
0.177164816,0.913932378,0.780702669,0.818058703,0.203815151,0.468847352,0.842176871,0.799575822,0.784603421,0.726984127,0.714069592,0.605563481,0.651659091,0.646820027,0.714285714,0.766435061,0.721893491
0.180829926,0.690227348,0.635112594,0.636753082,0.232939417,0.341121495,0.616326531,0.593849417,0.597200622,0.579365079,0.558245083,0.452211127,0.512227273,0.5135318,0.428571429,0.767504009,0.836949375
0.182720408,0.898130413,0.839814429,0.880797081,0.568187621,0.526479751,0.910204082,0.901378579,0.944790047,0.924603175,0.878214826,0.781740371,0.782193182,0.841677943,0.857142857,0.816141101,0.654832347
0.194124867,0.728129164,0.790554629,0.450887181,0.547634679,0.221183801,0.500680272,0.532343584,0.542768274,0.499206349,0.488653555,0.417974322,0.486590909,0.460081191,0.285714286,0.733832175,0.79947403
0.202366649,0.865423051,0.86499166,0.538057598,0.422365686,0.501557632,0.749659864,0.775185578,0.752721617,0.707142857,0.776096823,0.681883024,0.666352273,0.670500677,0.714285714,0.854088723,0.902695595
0.225306546,0.37843521,0.843463303,0.808109004,0.200587227,0.341121495,0.33877551,0.317073171,0.285381026,0.265079365,0.291981846,0.184022825,0.136306818,0.288903924,0.428571429,0.315339391,0.28139382
0.225580711,0.550185293,0.746403253,0.487894533,0.205711785,0.239875389,0.556462585,0.5747614,0.617418351,0.602380952,0.621028744,0.529957204,0.593227273,0.591339648,0.571428571,0.856226617,0.924391847
0.257736635,0.799519071,0.797852377,0.798159306,0.376882956,0.501557632,0.866666667,0.83669141,0.84214619,0.884126984,0.837367625,0.738944365,0.743738636,0.779431664,0.714285714,0.793693212,0.695595003
0.259316644,0.321004747,0.797852377,0.427477751,0.131086552,0.257009346,0.51292517,0.512195122,0.545878694,0.486507937,0.459152799,0.385164051,0.471181818,0.431664411,0.285714286,0.634420096,0.633136095
0.26070676,0.046042222,0.72706422,0.348654027,0.225498778,0.193146417,0.493877551,0.482502651,0.510108865,0.444444444,0.467473525,0.371611983,0.46675,0.430987821,0.285714286,0.734901122,0.723865878
0.263565692,0.567579947,0.732537531,0.37598806,0.044516176,0.168224299,0.481632653,0.517497349,0.632970451,0.665873016,0.699697428,0.666191155,0.640443182,0.698917456,0.714285714,0.710315339,0.612754767
0.299217598,0.560782395,0.741659716,0.515560223,0.529306635,0.186915888,0.583673469,0.575821845,0.605754277,0.580952381,0.610438729,0.541369472,0.578363636,0.592692828,0.571428571,0.837520043,0.98816568
0.321901934,0.544064374,0.800771476,0.587861368,0.297497903,0.213395639,0.436734694,0.460233298,0.443234837,0.374603175,0.440998487,0.386590585,0.528897727,0.423545332,0.428571429,0.476750401,0.651545036
0.328114682,0.476036809,0.762458299,0.740727434,0.183645184,0.353582555,0.751020408,0.775185578,0.822706065,0.807936508,0.829046899,0.749643367,0.738215909,0.801082544,0.571428571,1,0.977646285
0.343410689,0.511565207,0.680358632,0.636145044,0.197122223,0.285046729,0.662585034,0.688229056,0.707620529,0.733333333,0.727685325,0.672610556,0.636761364,0.692151556,0.571428571,0.907536077,0.927679158
0.435092842,0.1276753,0.737645955,0.21140346,0.658569501,0.165109034,0.398639456,0.374337222,0.363141524,0.287301587,0.329803328,0.180456491,0.247306818,0.211096076,0.285714286,0.417423838,0.488494412
0.453419233,0.268040057,0.643140117,0.500331657,0.364937812,0.338006231,0.360544218,0.41145281,0.392690513,0.411111111,0.599092284,0.544222539,0.65725,0.48579161,0.571428571,0.590058792,0.515450362
0.052501765,0.478647568,0.957186544,0.863534354,0.151575057,0.355140187,0.751020408,0.744432662,0.758164852,0.750793651,0.754160363,0.665477889,0.685636364,0.738836265,0.571428571,0.932656334,0.906640368
0.10685188,0.274983344,0.904642758,0.791012105,0.12401065,0.496884735,0.602721088,0.540827147,0.50155521,0.465079365,0.474281392,0.337375178,0.411454545,0.392422192,0.428571429,0.655799038,0.694937541
0.118458781,0.699378192,0.887906589,0.714893225,0.136304726,0.380062305,0.757823129,0.732767762,0.722395023,0.700793651,0.757942511,0.669757489,0.614727273,0.658322057,0.571428571,0.828433993,0.760683761
0.132820128,0.494303797,0.90736725,0.74269342,0.202132497,0.339563863,0.593197279,0.595970308,0.575427683,0.446825397,0.518910741,0.373038516,0.468363636,0.395128552,0.428571429,0.637092464,0.627218935
0.140598784,0.559493671,0.654378649,0.621940928,0.29564139,0.285046729,0.551020408,0.546129374,0.573872473,0.515873016,0.553706505,0.437945792,0.526,0.537889039,0.428571429,0.760555852,0.75147929
0.146911944,0.385765046,0.708090075,0.303933816,0.274496359,0.193146417,0.500680272,0.534464475,0.618973561,0.594444444,0.611951589,0.512838802,0.623636364,0.564276049,0.428571429,0.722073757,0.646285339
0.159645425,0.823328892,0.756352516,0.268616071,0.342327753,0.364485981,0.597278912,0.590668081,0.575427683,0.546825397,0.520423601,0.457917261,0.548327273,0.539242219,0.571428571,0.801710315,0.923734385
0.161676528,0.653897402,0.618181818,0.788535736,0.215418658,0.459501558,0.760544218,0.721102863,0.640746501,0.515079365,0.662632375,0.591298146,0.7048,0.589309878,0.571428571,0.567610903,0.539776463
0.161776227,0.886708861,0.680066722,0.604547381,0.507986529,0.355140187,0.798639456,0.723223754,0.66874028,0.672222222,0.649016641,0.543509272,0.627563636,0.597428958,0.571428571,0.787814003,0.865877712
0.167209473,0.604707972,0.699916597,0.698767343,0.28786033,0.208722741,0.585034014,0.575821845,0.590202177,0.526984127,0.606656581,0.517831669,0.642909091,0.51556157,0.142857143,0.632282202,0.721236029
0.17284519,0.654630247,0.789824854,0.793901203,0.207909934,0.465732087,0.804081633,0.755037116,0.709175739,0.793650794,0.735249622,0.631954351,0.589890909,0.679296346,0.571428571,0.797969001,0.821170283
0.186094789,0.851698867,0.618960245,0.605372837,0.515067294,0.417445483,0.717006803,0.661717922,0.6562986,0.615079365,0.621785174,0.553495007,0.591454545,0.608930988,0.571428571,0.823623731,0.911900066
0.192323803,0.746802132,0.838865721,0.780281171,0.24852707,0.503115265,0.888435374,0.855779427,0.852255054,0.855555556,0.837367625,0.726105563,0.695890909,0.735453315,0.714285714,0.821485836,0.700854701
0.206430172,0.721252498,0.667222686,0.291345605,0.325890263,0.190031153,0.428571429,0.545068929,0.699066874,0.725396825,0.713313162,0.664764622,0.676254545,0.732746955,0.571428571,0.729021913,0.600262985
0.20808613,0.909626915,0.856380317,0.819313471,0.556968304,0.42834891,0.782312925,0.782608696,0.786158631,0.770634921,0.779122542,0.664764622,0.667672727,0.654262517,0.571428571,0.776055585,0.681788297
0.209366265,0.475716189,0.591326105,0.514808468,0.198261419,0.381619938,0.647619048,0.634146341,0.66096423,0.631746032,0.621028744,0.540656205,0.570254545,0.603518268,0.571428571,0.87332977,0.886916502
0.214464095,0.393437708,0.722101751,0.402074696,0.495867527,0.214953271,0.523809524,0.513255567,0.546656299,0.488095238,0.495461422,0.419400856,0.511927273,0.462787551,0.285714286,0.687867451,0.671926364
0.221130511,0.907794803,0.78087295,0.673119231,0.388488894,0.316199377,0.74829932,0.693531283,0.660186625,0.563492063,0.6096823,0.514265335,0.591454545,0.569012179,0.428571429,0.717797969,0.767915845
0.222014156,0.756984233,0.845482346,0.338367144,0.448617038,0.225856698,0.591836735,0.594909862,0.630637636,0.602380952,0.621028744,0.525677603,0.564763636,0.568335589,0.428571429,0.792089792,0.850098619
0.2319094,0.711459027,0.78087295,0.476277339,0.131986237,0.306853583,0.473469388,0.485683987,0.465007776,0.55952381,0.745839637,0.723252496,0.742909091,0.782814614,0.571428571,0.59273116,0.590401052
0.236872185,0.665922718,0.847428413,0.373095278,0.535045167,0.31152648,0.518367347,0.52173913,0.537325039,0.44047619,0.447049924,0.373751783,0.486545455,0.430311231,0.285714286,0.727418493,0.731097962
0.244590738,0.67101932,0.706922435,0.523151475,0.682768599,0.323987539,0.572789116,0.580063627,0.581648523,0.535714286,0.47730711,0.430813124,0.483709091,0.47631935,0.428571429,0.776055585,0.774490467
0.247877331,0.582878081,0.737670281,0.562272216,0.332387448,0.339563863,0.715646259,0.718981972,0.686625194,0.606349206,0.649016641,0.559914408,0.629418182,0.592016238,0.571428571,0.688936398,0.574621959
0.253264266,0.645103264,0.745065332,0.759055147,0.175851965,0.50623053,0.843537415,0.833510074,0.784603421,0.762698413,0.737518911,0.629101284,0.651018182,0.646143437,0.571428571,0.777659006,0.740302433
0.257333404,0.202176327,0.771531832,0.30310836,0.035248204,0.252336449,0.560544218,0.613997879,0.694401244,0.678571429,0.69515885,0.59700428,0.645818182,0.658998647,0.714285714,0.78888295,0.844838922
