som_std,elevation,som,moisture,temp,B01,B02,B03,B04,B05,B06,B07,B08,B8A,B09,B11,B12
0.075390373,0.807554223,0.758687795,0.74867798,0.576641419,0.408099688,0.616326531,0.569459173,0.574650078,0.50952381,0.496974281,0.407988588,0.452181818,0.438430311,0.428571429,0.717797969,0.682445759
0.075420072,0.48817455,0.74636271,0.303570222,0.382698488,0.258566978,0.510204082,0.518557794,0.559875583,0.531746032,0.526475038,0.434379458,0.516424242,0.546684709,0.571428571,0.777659006,0.711374096
0.075509098,0.171829891,0.73079418,0.420165951,0.169951328,0.172897196,0.495238095,0.485683987,0.51088647,0.448412698,0.491679274,0.39657632,0.469636364,0.420162382,0.285714286,0.640833779,0.598290598
0.075598019,0.645347546,0.902048003,0.213654426,0.034398771,0.258566978,0.593197279,0.642629905,0.709953344,0.687301587,0.700453858,0.610556348,0.644727273,0.689445196,0.714285714,0.810796366,0.639710717
0.075598019,0.101932045,0.85274766,0.855053771,0.594699963,0.453271028,0.672108844,0.65747614,0.632192846,0.6,0.568078669,0.463623395,0.500727273,0.50879567,0.428571429,0.727952966,0.749506903
0.075657242,0.825727293,0.671114818,0.656944214,0.652117705,0.49376947,0.763265306,0.704135737,0.686625194,0.671428571,0.660363086,0.549928673,0.592545455,0.589986468,0.571428571,0.807589524,0.758711374
0.075775549,0.332667111,0.917616532,0.190856104,0.013195382,0.264797508,0.527891156,0.50583245,0.50466563,0.323015873,0.453101362,0.298858773,0.522666667,0.387009472,0.428571429,0.554783538,0.748849441
0.075864158,0.264693908,0.598461681,0.404786911,0.145084356,0.228971963,0.47755102,0.462354189,0.464230171,0.44047619,0.397125567,0.317403709,0.39969697,0.361299053,0.142857143,0.645644041,0.618671926
0.075923174,0.845713968,0.955240478,0.681020028,0.412007149,0.456386293,0.73877551,0.714740191,0.700622084,0.682539683,0.664901664,0.549215407,0.548909091,0.601488498,0.714285714,0.773917691,0.614069691
0.075952664,0.65511881,0.793068298,0.334377438,0.582866267,0.400311526,0.643537415,0.655355249,0.710730949,0.687301587,0.719364599,0.590584879,0.582363636,0.643437077,0.714285714,0.812399786,0.641683103
0.076188177,0.472296247,0.865721435,0.936321928,0.161262477,0.320872274,0.688435374,0.667020148,0.67029549,0.614285714,0.649016641,0.52639087,0.567272727,0.551420839,0.428571429,0.753607696,0.666009204
0.076188177,0.851821008,0.71587434,0.703621813,0.557026662,0.462616822,0.684353741,0.640509014,0.626749611,0.586507937,0.58623298,0.484308131,0.499212121,0.539242219,0.428571429,0.7797969,0.749506903
0.076217565,0.292083056,0.915670466,0.670505285,0.23395055,0.400311526,0.62585034,0.591728526,0.603421462,0.550793651,0.546898638,0.447931526,0.479757576,0.48985115,0.428571429,0.724211652,0.662721893
0.076305661,0.395236509,0.667871374,0.366019936,0.126766443,0.255451713,0.444897959,0.423117709,0.445567652,0.417460317,0.423600605,0.32810271,0.398424242,0.387009472,0.285714286,0.654730091,0.629191321
0.076452261,0.650233178,0.772310259,0.368329249,0.661811609,0.323987539,0.537414966,0.559915164,0.626749611,0.61031746,0.574130106,0.522824536,0.501151515,0.554803789,0.571428571,0.729556387,0.566732413
0.076452261,0.471704049,0.612732833,0.514503836,0.611980401,0.372274143,0.640816327,0.628844115,0.639968896,0.574603175,0.580937973,0.496433666,0.560181818,0.557510149,0.428571429,0.742383752,0.685075608
0.076481548,0.411040788,0.728848114,0.460898298,0.866421077,0.214953271,0.506122449,0.493107105,0.527216174,0.429365079,0.457639939,0.378031384,0.437212121,0.438430311,0.285714286,0.673971138,0.626561473
0.076657032,0.240950477,0.575108887,0.338799526,0.123232544,0.257009346,0.507482993,0.469777306,0.496111975,0.44047619,0.45688351,0.363766049,0.436666667,0.407983762,0.285714286,0.674505612,0.634451019
0.076977713,0.539140573,0.620517098,0.541527709,0.600730285,0.306853583,0.597278912,0.589607635,0.619751166,0.531746032,0.546898638,0.462910128,0.547878788,0.50202977,0.428571429,0.725280599,0.662721893
0.076977713,0.544636909,0.785932722,0.442423796,0.712096712,0.34423676,0.586394558,0.611876988,0.593312597,0.567460317,0.573373676,0.464336662,0.527878788,0.527740189,0.428571429,0.738642437,0.70348455
0.077006799,0.517913983,0.599759058,0.356782685,0.251068883,0.253894081,0.429931973,0.399787911,0.450233281,0.357936508,0.378214826,0.308844508,0.434242424,0.357239513,0.428571429,0.693212186,0.698224852
0.077759232,0.743171219,0.840422574,0.375748531,0.765267292,0.425233645,0.823129252,0.80699894,0.797045101,0.764285714,0.78290469,0.636233951,0.697939394,0.725981055,0.571428571,0.841795831,0.661406969
0.077788027,0.714634688,0.94421277,0.77874818,0.246659615,0.542056075,0.82585034,0.787910923,0.786936236,0.764285714,0.722390318,0.634094151,0.607636364,0.635317997,0.571428571,0.794227686,0.64957265
0.077788027,0.233177881,0.769066815,0.576118266,0.20914842,0.380062305,0.642176871,0.611876988,0.632970451,0.573809524,0.537821483,0.488587732,0.535090909,0.51826793,0.428571429,0.737039017,0.677186062
0.077874346,0.504497002,0.807988138,0.427634367,0.098203467,0.186915888,0.408163265,0.45281018,0.549766719,0.526984127,0.575642965,0.538516405,0.581454545,0.573071719,0.428571429,0.692677712,0.579224195
0.07796057,0.281701088,0.87285701,0.885173106,0.717802823,0.609034268,0.900680272,0.813361612,0.772161742,0.731746032,0.729954614,0.584878745,0.626363636,0.644790257,0.571428571,0.865847141,0.875082183
0.078046698,0.374639129,0.664627931,0.368624055,0.501229975,0.370716511,0.640816327,0.626723224,0.630637636,0.61031746,0.582450832,0.530670471,0.543212121,0.562922869,0.428571429,0.795831106,0.748191979
0.078817619,0.119605448,0.652302845,0.192477536,0.718872719,0.168224299,0.370068027,0.384941676,0.414463453,0.348412698,0.357791225,0.339514979,0.372909091,0.348443843,0.285714286,0.630678781,0.656804734
0.078987913,0.083777482,0.636734316,0.65438923,0.521039258,0.412772586,0.672108844,0.606574761,0.608864697,0.55,0.541603631,0.418687589,0.484969697,0.444519621,0.428571429,0.742918226,0.694280079
0.079044596,0.513046858,0.556296914,0.454805643,0.598169019,0.356697819,0.663945578,0.632025451,0.6718507,0.634126984,0.622541604,0.547788873,0.569393939,0.540595399,0.428571429,0.747728487,0.660092045
0.079044596,0.181564142,0.842368641,0.846897475,0.653317285,0.560747664,0.855782313,0.770943796,0.739502333,0.71031746,0.679273828,0.579885877,0.580363636,0.564952639,0.571428571,0.800641368,0.791584484
0.07941205,0.344270486,0.679547771,0.36434937,0.168589642,0.257009346,0.540136054,0.520678685,0.545878694,0.48968254,0.459909228,0.400142653,0.470484848,0.464140731,0.285714286,0.687332977,0.612754767
0.079749736,0.281701088,0.709387453,0.37004895,0.101121364,0.14953271,0.419047619,0.434782609,0.428460342,0.391269841,0.396369138,0.325249643,0.412606061,0.391745602,0.285714286,0.640299305,0.580539119
0.079805878,0.15245392,0.608840701,0.346218807,0.171864172,0.204049844,0.371428571,0.402969247,0.415241058,0.413492063,0.41376702,0.345934379,0.404848485,0.426928281,0.285714286,0.654195617,0.571334648
0.079833934,0.802076394,0.950699657,0.806263397,0.234469287,0.464174455,0.733333333,0.709437964,0.685847589,0.692063492,0.668683812,0.560627675,0.579818182,0.584573748,0.571428571,0.781934794,0.639053254
0.080002065,0.644736842,0.881938653,0.747056547,0.223089486,0.514018692,0.869387755,0.804878049,0.787713841,0.757936508,0.721633888,0.64978602,0.649454545,0.657645467,0.571428571,0.791020844,0.775805391
0.08005803,0.704863424,0.891020295,0.436380275,0.605625869,0.308411215,0.542857143,0.524920467,0.556765163,0.496031746,0.517397882,0.417261056,0.497151515,0.460757781,0.285714286,0.756280064,0.720578567
0.080085997,0.683044637,0.8274488,0.321012904,0.08066366,0.31152648,0.60952381,0.617179215,0.635303266,0.645238095,0.637670197,0.533523538,0.559757576,0.598782138,0.428571429,0.793158739,0.669296515
0.0802536,0.28047968,0.831989621,0.21085377,0.083322189,0.121495327,0.344217687,0.400848356,0.468118196,0.478571429,0.495461422,0.424393723,0.485030303,0.48917456,0.428571429,0.617851416,0.520710059
0.08033727,0.344270486,0.798906496,0.323322217,0.172091119,0.264797508,0.537414966,0.503711559,0.544323484,0.498412698,0.47730711,0.407988588,0.462363636,0.437077131,0.285714286,0.694281133,0.650230112
0.08033727,0.613757495,0.676304328,0.571892715,0.140415719,0.361370717,0.593197279,0.568398727,0.566874028,0.515079365,0.511346445,0.411554922,0.462121212,0.48714479,0.285714286,0.733297702,0.692965155
0.08033727,0.753423643,0.879992586,0.435348454,0.606533659,0.45482866,0.721088435,0.691410392,0.705287714,0.646031746,0.653555219,0.532097004,0.586727273,0.601488498,0.571428571,0.768038482,0.624589086
0.080420853,0.745614035,0.837179131,0.587763099,0.211515159,0.191588785,0.46122449,0.467656416,0.474339036,0.427777778,0.47730711,0.383024251,0.433454545,0.414073072,0.285714286,0.65312667,0.680473373
0.080559966,0.893108298,0.793716986,0.571597909,0.590841854,0.437694704,0.654421769,0.598091198,0.603421462,0.553968254,0.547655068,0.427960057,0.488424242,0.49052774,0.285714286,0.749331908,0.723865878
0.080559966,0.737064179,0.704197943,0.278806527,0.663659611,0.26635514,0.526530612,0.599151644,0.714618974,0.729365079,0.69667171,0.633380884,0.69969697,0.677943166,0.571428571,0.745590593,0.588428665
0.080837472,0.863979569,0.856639792,0.715020974,0.599433442,0.436137072,0.684353741,0.621420997,0.597978227,0.576190476,0.542360061,0.444365193,0.504060606,0.50473613,0.428571429,0.769107429,0.73964497
0.08100352,0.582833666,0.808636827,0.537744366,0.89848553,0.186915888,0.42585034,0.434782609,0.496111975,0.457936508,0.476550681,0.365905849,0.443030303,0.454668471,0.285714286,0.665954035,0.623274162
0.08100352,0.109260493,0.765174683,0.153219219,0.622614517,0.165109034,0.448979592,0.476139979,0.521772939,0.513492063,0.526475038,0.412268188,0.466181818,0.460081191,0.285714286,0.666488509,0.652859961
0.081058794,0.57928048,0.717820406,0.532978338,0.104493157,0.214953271,0.462585034,0.463414634,0.482115086,0.458730159,0.422844175,0.373038516,0.423151515,0.458051421,0.285714286,0.713522181,0.637080868
0.081169228,0.211248057,0.673709573,0.489101395,0.19990841,0.239875389,0.434013605,0.433722163,0.454121306,0.414285714,0.381996974,0.311697575,0.37830303,0.348443843,0.285714286,0.66221272,0.63182117
0.081251955,0.139629136,0.545917895,0.833434673,0.763095079,0.549844237,0.820408163,0.74019088,0.699844479,0.670634921,0.641452345,0.530670471,0.569454545,0.563599459,0.571428571,0.736504543,0.740959895
0.081334599,0.803297801,0.728199425,0.583439279,0.594797226,0.286604361,0.534693878,0.516436903,0.548211509,0.487301587,0.493948563,0.419400856,0.511818182,0.460757781,0.285714286,0.721539284,0.667981591
0.081746561,0.635668813,0.858585859,0.263722293,0.06931628,0.27258567,0.503401361,0.566277837,0.67651633,0.69047619,0.691376702,0.611982882,0.595151515,0.685385656,0.714285714,0.742918226,0.600262985
0.081801333,0.815382338,0.71587434,0.668441644,0.667096246,0.46105919,0.689795918,0.652173913,0.637636081,0.607936508,0.597579425,0.525677603,0.547636364,0.531123139,0.428571429,0.773917691,0.723208416
0.081801333,0.889518099,0.727550737,0.696595606,0.646962752,0.456386293,0.786394558,0.746553552,0.729393468,0.66984127,0.650529501,0.532097004,0.594121212,0.583220568,0.571428571,0.808658471,0.752794214
0.081910766,0.445591828,0.708738764,0.677482358,0.895762159,0.18847352,0.488435374,0.488865323,0.537325039,0.511904762,0.531013616,0.450071327,0.501818182,0.51826793,0.428571429,0.696419027,0.581854043
0.081992745,0.193648679,0.534241498,0.83829897,0.838506523,0.507788162,0.798639456,0.714740191,0.672628305,0.586507937,0.594553707,0.519971469,0.538121212,0.537889039,0.428571429,0.742918226,0.760683761
0.082156458,0.984121697,0.959781299,0.737082282,0.202664203,0.593457944,0.910204082,0.866383881,0.856920684,0.83968254,0.801815431,0.694721826,0.674666667,0.717185386,0.714285714,0.835916622,0.644312952
0.082238192,0.535476349,0.592623483,0.37540459,0.24442256,0.308411215,0.567346939,0.532343584,0.546656299,0.468253968,0.468986384,0.394436519,0.416848485,0.434370771,0.285714286,0.736504543,0.712031558
0.082401417,0.669090976,0.911778334,0.203532757,0.731516942,0.325545171,0.653061224,0.65747614,0.738724728,0.732539683,0.73903177,0.626961484,0.648848485,0.680649526,0.714285714,0.791555318,0.621959237
0.082537191,0.613813014,0.850152905,0.095486399,0.0633508,0.328660436,0.546938776,0.593849417,0.67651633,0.68968254,0.658093797,0.60342368,0.626121212,0.652909337,0.571428571,0.791020844,0.655489809
0.08264565,0.358150122,0.759985173,0.470332087,0.810397442,0.19470405,0.453061224,0.471898197,0.529548989,0.473015873,0.498487141,0.42296719,0.48030303,0.49052774,0.285714286,0.685195083,0.610124918
0.08264565,0.726127026,0.73079418,0.575086446,0.669041511,0.30529595,0.440816327,0.446447508,0.440902022,0.342857143,0.368381241,0.261055635,0.37569697,0.297699594,0.285714286,0.62747194,0.629191321
0.082889164,0.425605152,0.825502734,0.444733109,0.772626878,0.196261682,0.413605442,0.441145281,0.528771384,0.457142857,0.468229955,0.39871612,0.451090909,0.448579161,0.285714286,0.645109567,0.58382643
0.082970176,0.092901029,0.703549254,0.262051726,0.709665131,0.152647975,0.36462585,0.41145281,0.453343701,0.386507937,0.425113464,0.318116976,0.430848485,0.396481732,0.285714286,0.646178514,0.667981591
0.083024141,0.320008883,0.620517098,0.274630111,0.088574404,0.19470405,0.421768707,0.419936373,0.467340591,0.432539683,0.437972769,0.361626248,0.455575758,0.402571042,0.285714286,0.668626403,0.618014464
0.083454599,0.262325117,0.794365675,0.839330791,0.137497822,0.465732087,0.672108844,0.610816543,0.552877138,0.54047619,0.508320726,0.418687589,0.405030303,0.403247632,0.285714286,0.675040086,0.704799474
0.083508251,0.714023984,0.943564081,0.512882403,0.60685787,0.450155763,0.760544218,0.751855779,0.782270607,0.769047619,0.744326778,0.642653352,0.655878788,0.673207037,0.571428571,0.836985569,0.650887574
0.083749256,0.768654231,0.597164304,0.569878208,0.645860435,0.328660436,0.474829932,0.471898197,0.522550544,0.488095238,0.484114977,0.392296719,0.466181818,0.473612991,0.428571429,0.738642437,0.738330046
0.083856147,0.749851951,0.807988138,0.505315719,0.616519353,0.386292835,0.648979592,0.603393425,0.644634526,0.619047619,0.60816944,0.5021398,0.529151515,0.530446549,0.428571429,0.736504543,0.590401052
0.08398957,0.763768599,0.778148457,0.564031225,0.650561493,0.336448598,0.606802721,0.554612937,0.555209953,0.508730159,0.495461422,0.439372325,0.521757576,0.457374831,0.285714286,0.726349546,0.681788297
0.084016229,0.136575616,0.658141043,0.306420012,0.669462985,0.182242991,0.42585034,0.451749735,0.48755832,0.428571429,0.462178517,0.335235378,0.39030303,0.383626522,0.285714286,0.656867985,0.669296515
0.084096156,0.654508106,0.73079418,0.441883318,0.136136136,0.257009346,0.500680272,0.474019088,0.522550544,0.474603175,0.447806354,0.40085592,0.426969697,0.432341001,0.428571429,0.71940139,0.648257725
0.084944028,0.285976016,0.645815958,0.222203797,0.138146243,0.171339564,0.404081633,0.422057264,0.4844479,0.441269841,0.419818457,0.366619116,0.446121212,0.442489851,0.285714286,0.647247461,0.568047337
0.084944028,0.150011104,0.793716986,0.911361696,0.633702528,0.548286604,0.789115646,0.720042418,0.698289269,0.671428571,0.661119516,0.539942939,0.584121212,0.583897158,0.571428571,0.749866382,0.744904668
0.084970387,0.822063069,0.66981744,0.662348989,0.707298392,0.437694704,0.740136054,0.696712619,0.6718507,0.642063492,0.601361573,0.52425107,0.590545455,0.555480379,0.428571429,0.776055585,0.733070348
0.085180971,0.23856318,0.669168752,0.686473937,0.568114673,0.496884735,0.731972789,0.695652174,0.642301711,0.611111111,0.610438729,0.511412268,0.532787879,0.555480379,0.571428571,0.786210583,0.780407627
0.085207258,0.431712192,0.78658141,0.571990984,0.959793802,0.222741433,0.463945578,0.465535525,0.552099533,0.48968254,0.534795764,0.457917261,0.483393939,0.4864682,0.428571429,0.690005345,0.614069691
0.085417257,0.673310386,0.725604671,0.565554389,0.662362768,0.358255452,0.734693878,0.718981972,0.689735614,0.657142857,0.624810893,0.539942939,0.586363636,0.580514208,0.285714286,0.795296633,0.726495726
0.085679033,0.228902954,0.693818923,0.469152863,0.206003574,0.238317757,0.419047619,0.446447508,0.455676516,0.373015873,0.407715582,0.308844508,0.357090909,0.347090663,0.142857143,0.666488509,0.635765943
0.08575741,0.322451699,0.713279585,0.398448584,0.135617399,0.241433022,0.462585034,0.481442206,0.49844479,0.442857143,0.424357035,0.365905849,0.463090909,0.431664411,0.285714286,0.650454303,0.584483892
0.085835715,0.808794137,0.849504216,0.413139744,0.541788752,0.510903427,0.813605442,0.82078473,0.860031104,0.846031746,0.846444781,0.717546362,0.739757576,0.770635995,0.714285714,0.877071085,0.669953978
0.085913949,0.169997779,0.704846631,0.535582457,0.232977917,0.281931464,0.557823129,0.524920467,0.542768274,0.474603175,0.470499244,0.393009986,0.487454545,0.448579161,0.285714286,0.698022448,0.655489809
0.085913949,0.810552224,0.751552219,0.628053237,0.706228496,0.417445483,0.674829932,0.659597031,0.646189736,0.603174603,0.578668684,0.485734665,0.56769697,0.531799729,0.428571429,0.773917691,0.709401709
0.085913949,0.095306832,0.617273654,0.768479109,0.576803524,0.471962617,0.740136054,0.683987275,0.669517885,0.611111111,0.611951589,0.493580599,0.540424242,0.557510149,0.428571429,0.777659006,0.742932281
0.085992112,0.344270486,0.724955982,0.467777102,0.76014476,0.362928349,0.668027211,0.630965005,0.677293935,0.630952381,0.645990923,0.567760342,0.642787879,0.631935047,0.571428571,0.861036879,0.823800131
0.085992112,0.519098379,0.719117783,0.538677918,0.877022772,0.222741433,0.45170068,0.457051962,0.506998445,0.49047619,0.493192133,0.407988588,0.440484848,0.439106901,0.428571429,0.707642972,0.633136095
0.085992112,0.38122733,0.719117783,0.487037754,0.497696077,0.342679128,0.613605442,0.605514316,0.628304821,0.585714286,0.56505295,0.504992867,0.543151515,0.577807848,0.571428571,0.800641368,0.746877055
0.086614876,0.50877193,0.828097489,0.259988085,0.359776781,0.285046729,0.544217687,0.542948038,0.564541213,0.523015873,0.541603631,0.462910128,0.526484848,0.529093369,0.285714286,0.795296633,0.73964497
0.086692406,0.268302613,0.795014364,0.291728852,0.124140335,0.124610592,0.36462585,0.444326617,0.552099533,0.511111111,0.514372163,0.467902996,0.517939394,0.51759134,0.571428571,0.611437734,0.514135437
0.086924584,0.479624695,0.609489389,0.654438364,0.190895349,0.400311526,0.617687075,0.58854719,0.598755832,0.533333333,0.550680787,0.450784593,0.50369697,0.50811908,0.428571429,0.777124532,0.731097962
0.087540714,0.309016211,0.874154388,0.21552153,0.050836261,0.356697819,0.478911565,0.487804878,0.505443235,0.38015873,0.458396369,0.390156919,0.465333333,0.411366712,0.571428571,0.489043292,0.588428665
0.087540714,0.726127026,0.845612084,0.433628753,0.610099979,0.433021807,0.706122449,0.706256628,0.713063764,0.706349206,0.704992436,0.592724679,0.573030303,0.625169147,0.571428571,0.810261892,0.613412229
0.087770648,0.199755718,0.663979242,0.91470283,0.600017021,0.582554517,0.819047619,0.724284199,0.694401244,0.66031746,0.635400908,0.520684736,0.552484848,0.564276049,0.571428571,0.762693747,0.741617357
0.087999981,0.338774151,0.728199425,0.3958936,0.174328174,0.271028037,0.551020408,0.540827147,0.550544323,0.497619048,0.45612708,0.383024251,0.463818182,0.433017591,0.285714286,0.690539818,0.639710717
0.088152538,0.805740617,0.791122231,0.545016245,0.60744145,0.302180685,0.559183673,0.546129374,0.550544323,0.50952381,0.503025719,0.413694722,0.501151515,0.464140731,0.285714286,0.726884019,0.656147272
0.088152538,0.699367089,0.887776851,0.44748463,0.627963996,0.3894081,0.638095238,0.591728526,0.615863142,0.585714286,0.56580938,0.492867332,0.502848485,0.52165088,0.571428571,0.743987173,0.603550296
0.088152538,0.607761492,0.826151422,0.326712484,0.71621419,0.193146417,0.515646259,0.545068929,0.65318818,0.674603175,0.685325265,0.617689016,0.609212121,0.678619756,0.714285714,0.711384286,0.608152531
0.088228717,0.489395958,0.640626448,0.473132742,0.606339133,0.381619938,0.634013605,0.637327678,0.607309487,0.584920635,0.570347958,0.4978602,0.536666667,0.52165088,0.428571429,0.739176911,0.692307692
0.088228717,0.663668665,0.693170234,0.52172658,0.645763172,0.364485981,0.726530612,0.699893955,0.688180404,0.64047619,0.626323752,0.512125535,0.576909091,0.567658999,0.285714286,0.790486371,0.725838264
0.088304831,0.30413058,0.819664535,0.680135611,0.171929014,0.345794393,0.568707483,0.525980912,0.548989114,0.465873016,0.468229955,0.37446505,0.441212121,0.433694181,0.285714286,0.673971138,0.635765943
0.088456863,0.666722185,0.769066815,0.217044694,0.605204395,0.31152648,0.621768707,0.634146341,0.695956454,0.712698413,0.680786687,0.600570613,0.604424242,0.640054127,0.714285714,0.789417424,0.640368179
0.088532781,0.278647568,0.679547771,0.479815009,0.141258668,0.246105919,0.45170068,0.453870626,0.455676516,0.385714286,0.387291982,0.291726106,0.404666667,0.372124493,0.142857143,0.648850882,0.613412229
0.088659166,0.295136576,0.88323603,0.67477997,0.184281447,0.353582555,0.614965986,0.611876988,0.588646967,0.519047619,0.529500756,0.415121255,0.500484848,0.462110961,0.285714286,0.70443613,0.662721893
0.089137795,0.038307795,0.693170234,0.346562748,0.640121903,0.113707165,0.517006803,0.570519618,0.66718507,0.635714286,0.684568835,0.62553495,0.708606061,0.686062246,0.571428571,0.677712453,0.548323471
0.089338556,0.335109927,0.702251877,0.401642314,0.135552557,0.261682243,0.589115646,0.583244963,0.554432348,0.534126984,0.508320726,0.427960057,0.50769697,0.48579161,0.285714286,0.700160342,0.662721893
0.089438768,0.928880746,0.795014364,0.869941469,0.779467727,0.566978193,0.828571429,0.805938494,0.784603421,0.765873016,0.720121029,0.611982882,0.588424242,0.642760487,0.714285714,0.771245323,0.63182117
0.089438768,0.77476127,0.84755815,0.435888932,0.652214968,0.456386293,0.755102041,0.723223754,0.749611198,0.706349206,0.700453858,0.592724679,0.617575758,0.625845737,0.571428571,0.801175842,0.617357002
0.089788627,0.364867866,0.916319155,0.661611974,0.219588009,0.339563863,0.668027211,0.618239661,0.642301711,0.576984127,0.590771558,0.456490728,0.530969697,0.533829499,0.285714286,0.741849278,0.683103222
0.089813565,0.179158339,0.535538875,0.852744459,0.794186899,0.46105919,0.787755102,0.735949099,0.661741835,0.625396825,0.579425113,0.485021398,0.545030303,0.531123139,0.428571429,0.708711919,0.740959895
0.089888337,0.731567844,0.732091558,0.280919303,0.677503414,0.292834891,0.585034014,0.597030753,0.66407465,0.68015873,0.683812405,0.585592011,0.611212121,0.645466847,0.571428571,0.746125067,0.572649573
0.090012819,0.398290029,0.692521546,0.509639538,0.950099897,0.199376947,0.544217687,0.515376458,0.532659409,0.494444444,0.511346445,0.401569187,0.457090909,0.430311231,0.428571429,0.70283271,0.666009204
0.090112281,0.497168554,0.754146974,0.540643291,0.405069037,0.411214953,0.727891156,0.691410392,0.692846034,0.648412698,0.655068079,0.545649073,0.588606061,0.591339648,0.571428571,0.819347942,0.812623274
0.090186805,0.414075801,0.773607636,0.502465928,0.970298233,0.197819315,0.447619048,0.419936373,0.460342146,0.402380952,0.428139183,0.359486448,0.433878788,0.379566982,0.285714286,0.66221272,0.651545036
0.090186805,0.491209564,0.662681865,0.558233376,0.247567405,0.300623053,0.598639456,0.550371156,0.559875583,0.475396825,0.513615734,0.422253923,0.484242424,0.435723951,0.285714286,0.723677178,0.707429323
0.090459536,0.316955363,0.844314707,0.486841216,0.724157356,0.361370717,0.659863946,0.64369035,0.653965785,0.63968254,0.620272315,0.557774608,0.635393939,0.592692828,0.571428571,0.859967932,0.840236686
0.090682069,0.15661781,0.838476508,0.781254031,0.627153469,0.515576324,0.696598639,0.695652174,0.671073095,0.679365079,0.654311649,0.538516405,0.561212121,0.576454668,0.571428571,0.777659006,0.774490467
0.091002544,0.29269376,0.743767955,0.695023308,0.662233083,0.456386293,0.783673469,0.72640509,0.703732504,0.626984127,0.631618759,0.542796006,0.568545455,0.552774019,0.428571429,0.811330839,0.822485207
0.091150076,0.248889629,0.687980725,0.399038196,0.131143289,0.277258567,0.481632653,0.446447508,0.48911353,0.435714286,0.468229955,0.344507846,0.400666667,0.392422192,0.285714286,0.663281668,0.623274162
0.09129737,0.435376416,0.639329071,0.439180931,0.722860512,0.239875389,0.408163265,0.449628844,0.464230171,0.431746032,0.439485628,0.358059914,0.433272727,0.413396482,0.285714286,0.65312667,0.610124918
0.091444426,0.820230957,0.726253359,0.559953077,0.648648649,0.352024922,0.657142857,0.654294804,0.65474339,0.566666667,0.583963691,0.455064194,0.525454545,0.49594046,0.285714286,0.756814538,0.688362919
0.091517866,0.27742616,0.846909462,0.653799618,0.568374042,0.409657321,0.699319728,0.648992577,0.640746501,0.60952381,0.584720121,0.481455064,0.535212121,0.51691475,0.428571429,0.749331908,0.725180802
0.091737831,0.186930935,0.668520063,0.449843077,0.25576994,0.277258567,0.542857143,0.550371156,0.567651633,0.499206349,0.490922844,0.37660485,0.472545455,0.398511502,0.285714286,0.703901657,0.669296515
0.091957271,0.703031312,0.791122231,0.454756509,0.642456221,0.348909657,0.619047619,0.569459173,0.594867807,0.565079365,0.556732224,0.450071327,0.515393939,0.51826793,0.571428571,0.721539284,0.568047337
0.092103274,0.630857206,0.638680382,0.566684478,0.153124785,0.378504673,0.66122449,0.617179215,0.605754277,0.534126984,0.577155825,0.462910128,0.51030303,0.50338295,0.428571429,0.777124532,0.738330046
0.092111054,0.35631801,0.657492355,0.359534207,0.14044814,0.277258567,0.571428571,0.540827147,0.573094868,0.529365079,0.526475038,0.436519258,0.498909091,0.50135318,0.285714286,0.717797969,0.64365549
0.092394587,0.494799763,0.697711056,0.381448111,0.778462673,0.34423676,0.643537415,0.613997879,0.65318818,0.612698413,0.611951589,0.512125535,0.563151515,0.543301759,0.428571429,0.764297167,0.720578567
0.092660819,0.251332445,0.671114818,0.237631972,0.119601383,0.191588785,0.414965986,0.41145281,0.499222395,0.415079365,0.45688351,0.331669044,0.437757576,0.433017591,0.285714286,0.635489043,0.566074951
0.09309483,0.772929158,0.665276619,0.582210921,0.670597723,0.356697819,0.643537415,0.56097561,0.567651633,0.566666667,0.52269289,0.436519258,0.513090909,0.49526387,0.428571429,0.74665954,0.688362919
0.09309483,0.20158783,0.503753128,0.835743986,0.821226084,0.504672897,0.742857143,0.686108165,0.644634526,0.584920635,0.58623298,0.492154066,0.531575758,0.534506089,0.428571429,0.734366649,0.759368836
0.093311079,0.153027611,0.733388935,0.827145481,0.787994472,0.521806854,0.873469388,0.797454931,0.752721617,0.731746032,0.71633888,0.596291013,0.617636364,0.583897158,0.571428571,0.770176376,0.77251808
0.093407028,0.916833222,0.924752108,0.768135168,0.517148728,0.485981308,0.715646259,0.697773065,0.750388802,0.692063492,0.702723147,0.592011412,0.67569697,0.708389716,0.714285714,0.724211652,0.625904011
0.093407028,0.374028425,0.720415161,0.389850079,0.484500695,0.361370717,0.614965986,0.599151644,0.617418351,0.568253968,0.606656581,0.490014265,0.540848485,0.52165088,0.571428571,0.834313201,0.79355687
0.093526827,0.942316234,0.879343898,0.76268126,0.317499686,0.596573209,0.820408163,0.777306469,0.783825816,0.748412698,0.740544629,0.620542083,0.604666667,0.656968877,0.714285714,0.839123463,0.693622617
0.093694288,0.125582945,0.677601705,0.466794416,0.247437721,0.297507788,0.506122449,0.493107105,0.499222395,0.446031746,0.45688351,0.360912981,0.432848485,0.410690122,0.285714286,0.67717798,0.632478632
0.093694288,0.195480791,0.788527477,0.508558583,0.149915097,0.133956386,0.334693878,0.339342524,0.357698289,0.278571429,0.293494705,0.194721826,0.312,0.240866035,0.285714286,0.574559059,0.566074951
